Date,"MA(1,9)","MA(1,12)","MA(2,9)","MA(2,12)","MA(3,9)","MA(3,12)",MOM(9),MOM(12),"VOL(1,9)","VOL(1,12)","VOL(2,9)","VOL(2,12)","VOL(3,9)",PCAtech
2004/8/13,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2004/8/16,1,0,0,0,0,0,0,0,1,0,1,0,0,-2.61156570949
2004/8/17,1,1,1,1,1,0,0,0,1,1,1,1,1,1.42809193216
2004/8/18,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
2004/8/19,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
2004/8/20,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
2004/8/23,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/8/24,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/8/25,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/8/26,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/8/27,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/8/30,0,1,1,1,1,1,1,1,1,1,1,1,1,2.46432896265
2004/8/31,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/9/1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/9/2,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/9/3,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/9/7,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/9/8,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/9/9,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/9/10,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/9/13,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/9/14,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/9/15,0,1,1,1,1,1,1,1,1,1,1,1,1,2.46432896265
2004/9/16,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/9/17,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/9/20,0,1,1,1,1,1,1,1,1,1,1,1,1,2.46432896265
2004/9/21,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/9/22,0,0,0,0,0,0,0,0,1,1,1,1,1,-1.56561846359
2004/9/23,0,0,0,0,0,0,0,0,0,0,0,1,1,-3.17439321489
2004/9/24,0,0,0,0,0,0,0,0,0,1,0,0,0,-3.71116625092
2004/9/27,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2004/9/28,0,0,0,0,0,0,0,0,1,1,0,0,0,-3.1913450774
2004/9/29,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.09590251291
2004/9/30,1,0,1,0,0,0,0,0,0,0,1,1,1,-1.45190078859
2004/10/1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/10/4,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/10/5,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/10/6,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/10/7,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/10/8,0,1,1,1,1,1,1,1,0,0,0,1,1,0.85555421134
2004/10/11,0,1,0,1,0,1,1,1,0,1,0,0,0,-0.867392626881
2004/10/12,0,0,0,0,0,0,1,1,0,0,0,0,0,-3.23210259261
2004/10/13,0,0,0,0,0,0,0,1,0,0,0,0,0,-3.77947355692
2004/10/14,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2004/10/15,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2004/10/18,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2004/10/19,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2004/10/20,0,0,0,0,0,0,0,0,1,0,0,0,1,-3.20471018349
2004/10/21,0,0,0,0,0,0,0,0,1,1,1,1,1,-1.56561846359
2004/10/22,0,0,0,0,0,0,0,0,1,1,1,1,1,-1.56561846359
2004/10/25,0,0,0,0,0,0,0,0,0,0,1,0,1,-3.17922693462
2004/10/26,1,1,0,0,0,0,0,0,1,1,1,1,1,-0.378173797089
2004/10/27,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/10/28,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/10/29,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/11/1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/11/2,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/11/3,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/11/4,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/11/5,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/11/8,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/11/9,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/11/10,1,1,1,1,1,1,1,1,0,1,1,1,1,2.52263189005
2004/11/11,1,1,1,1,1,1,1,1,1,1,0,1,0,1.96686459186
2004/11/12,1,1,1,1,1,1,1,1,1,1,1,1,0,2.51216901425
2004/11/15,1,1,1,1,1,1,1,1,0,1,1,1,0,1.99234784074
2004/11/16,1,1,1,1,1,1,1,1,0,0,0,0,0,0.353256120836
2004/11/17,1,1,1,1,1,1,1,1,1,1,0,0,0,1.41672644975
2004/11/18,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/11/19,0,0,1,1,1,1,1,1,1,0,1,1,1,1.31135924167
2004/11/22,1,1,0,0,1,1,1,1,1,1,1,1,1,1.82329723352
2004/11/23,0,1,0,1,0,0,1,1,0,0,1,1,1,-0.376963486165
2004/11/24,1,1,0,1,0,1,1,1,1,1,1,1,1,1.85627926137
2004/11/26,1,1,1,1,1,1,0,1,1,1,1,1,1,2.49508209926
2004/11/29,0,0,1,1,1,1,0,1,0,0,1,1,1,0.244167103842
2004/11/30,0,0,0,0,0,0,0,1,0,0,0,0,0,-3.77947355692
2004/12/1,1,1,1,1,1,1,1,1,0,1,0,0,0,0.896905276238
2004/12/2,1,1,1,1,1,1,1,1,0,0,0,0,0,0.353256120836
2004/12/3,1,1,1,1,1,1,1,1,1,1,0,0,0,1.41672644975
2004/12/6,1,1,1,1,1,1,1,1,0,0,0,0,0,0.353256120836
2004/12/7,0,0,0,1,1,1,1,0,0,0,0,0,0,-1.90859429806
2004/12/8,0,0,0,0,0,1,1,1,0,0,0,0,0,-2.64045427491
2004/12/9,1,1,1,1,0,0,1,1,1,1,1,0,0,0.783272655245
2004/12/10,1,1,1,1,1,1,1,1,0,0,1,1,1,1.97898273465
2004/12/13,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/12/14,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/12/15,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/12/16,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/12/17,1,1,1,1,1,1,1,1,0,0,1,1,1,1.97898273465
2004/12/20,0,1,0,1,1,1,1,1,1,1,0,0,1,0.769822495155
2004/12/21,1,1,1,1,1,1,1,1,1,1,1,1,0,2.51216901425
2004/12/22,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/12/23,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/12/27,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/12/28,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/12/29,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/12/30,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2004/12/31,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/1/3,0,0,0,1,0,1,1,0,0,0,0,1,0,-1.94556605515
2005/1/4,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/1/5,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/1/6,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/1/7,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/1/10,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/1/11,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/1/12,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/1/13,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/1/14,0,0,0,0,0,0,0,0,1,0,0,0,1,-3.20471018349
2005/1/18,1,1,1,1,0,0,1,0,1,1,1,1,1,1.38835299727
2005/1/19,0,0,1,1,1,1,1,0,1,1,1,1,1,1.37966654767
2005/1/20,0,0,0,0,1,0,0,0,0,0,0,0,1,-3.1374214578
2005/1/21,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/1/24,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/1/25,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/1/26,0,0,0,0,0,0,0,0,1,0,0,0,0,-3.73499423281
2005/1/27,0,0,0,0,0,0,0,0,1,1,1,1,0,-2.09590251291
2005/1/28,0,0,0,0,0,0,0,0,0,0,1,1,1,-2.62908879251
2005/1/31,1,1,1,0,1,0,0,0,1,1,1,1,1,0.808000005108
2005/2/1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/2/2,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/2/3,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
2005/2/4,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/2/7,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/2/8,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/2/9,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/2/10,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/2/11,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/2/14,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/2/15,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/2/16,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/2/17,0,0,1,1,1,1,0,1,1,1,1,1,1,1.30763743276
2005/2/18,0,0,0,0,1,1,0,1,1,1,1,1,1,0.088481602713
2005/2/22,0,0,0,0,0,0,0,0,1,1,1,1,1,-1.56561846359
2005/2/23,0,0,0,0,0,0,0,0,1,1,1,1,1,-1.56561846359
2005/2/24,0,1,0,0,0,0,1,0,1,1,1,1,1,-0.408926933703
2005/2/25,1,1,1,1,0,0,1,1,1,1,1,1,1,1.86369484667
2005/2/28,1,1,1,1,1,1,0,1,1,1,1,1,1,2.49508209926
2005/3/1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/3/2,1,1,1,1,1,1,0,1,1,1,1,1,1,2.49508209926
2005/3/3,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/3/4,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/3/7,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/3/8,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/3/9,0,0,0,1,1,1,1,1,0,1,1,1,1,0.736123320559
2005/3/10,0,0,0,0,0,1,0,1,1,1,1,1,1,-0.498628296489
2005/3/11,0,0,0,0,0,0,0,1,0,0,1,1,0,-2.68403099242
2005/3/14,0,0,0,0,0,0,0,1,1,1,0,1,1,-1.63558103657
2005/3/15,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.70467726421
2005/3/16,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/3/17,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/3/18,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/3/21,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/3/22,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/3/23,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/3/24,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/3/28,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/3/29,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/3/30,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.6766913054
2005/3/31,1,1,1,1,0,0,0,0,0,0,0,0,0,-1.84821490977
2005/4/1,0,0,1,0,1,0,0,0,0,0,0,0,0,-3.06864160412
2005/4/4,1,0,1,0,1,0,0,0,0,0,0,0,0,-2.4905175032
2005/4/5,1,1,1,1,1,1,1,0,1,1,1,0,0,1.48668902274
2005/4/6,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
2005/4/7,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/4/8,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/4/11,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/4/12,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/4/13,0,0,0,1,0,1,0,0,1,1,1,1,1,-0.353878218838
2005/4/14,0,0,0,0,0,0,0,0,0,1,1,1,1,-2.0854396371
2005/4/15,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/4/18,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/4/19,0,0,0,0,0,0,0,0,1,1,0,0,0,-3.1913450774
2005/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/4/21,0,0,0,0,0,0,0,0,1,1,0,0,0,-3.1913450774
2005/4/22,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/4/25,1,1,1,0,1,0,0,0,1,1,1,0,1,0.257861862999
2005/4/26,0,0,1,0,1,0,0,0,0,0,1,0,1,-1.99305313242
2005/4/27,1,0,1,0,1,0,0,0,1,1,1,0,1,-0.351458702577
2005/4/28,0,0,0,0,0,0,1,0,0,0,1,1,0,-2.61200187752
2005/4/29,1,1,0,0,0,1,1,0,1,1,0,1,1,0.215541062528
2005/5/2,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/5/3,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/5/4,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/5/5,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/5/6,1,1,1,1,1,1,1,1,0,0,0,0,1,0.883540170154
2005/5/9,1,1,1,1,1,1,1,1,1,1,0,0,0,1.41672644975
2005/5/10,1,1,1,1,1,1,1,1,0,0,0,0,0,0.353256120836
2005/5/11,1,1,1,1,1,1,1,1,1,1,0,0,0,1.41672644975
2005/5/12,0,0,0,1,0,1,1,1,0,0,0,0,0,-2.02036234786
2005/5/13,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/5/16,0,0,0,0,0,0,1,1,0,0,0,0,0,-3.23210259261
2005/5/17,1,1,1,1,0,0,0,1,1,1,0,0,0,-0.309402731452
2005/5/18,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/5/19,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/5/20,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/5/23,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/5/24,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/5/25,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/5/26,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/5/27,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/5/31,0,1,1,1,1,1,1,1,1,1,1,1,1,2.46432896265
2005/6/1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/6/2,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/6/3,0,1,1,1,1,1,1,1,1,1,1,1,1,2.46432896265
2005/6/6,1,1,0,1,1,1,1,1,1,1,1,1,1,2.44338916057
2005/6/7,1,1,1,1,0,1,1,1,1,1,1,1,1,2.45534316437
2005/6/8,0,0,0,0,0,0,1,1,0,0,0,0,0,-3.23210259261
2005/6/9,1,1,0,1,0,1,1,1,0,1,0,0,0,-0.289268525958
2005/6/10,1,1,1,1,0,1,0,1,0,0,0,0,0,-0.781224742674
2005/6/13,1,1,1,1,1,1,1,1,0,1,0,0,0,0.896905276238
2005/6/14,1,1,1,1,1,1,1,1,1,1,1,1,0,2.51216901425
2005/6/15,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/6/16,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/6/17,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/6/20,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/6/21,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/6/22,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/6/23,0,0,0,1,1,1,1,1,0,1,1,1,1,0.736123320559
2005/6/24,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/6/27,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/6/28,0,0,0,0,0,0,0,1,0,0,0,0,0,-3.77947355692
2005/6/29,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/6/30,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/7/1,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/7/5,1,1,1,0,0,0,0,0,0,0,0,0,0,-2.46830683683
2005/7/6,0,0,1,0,1,0,0,0,0,0,0,0,0,-3.06864160412
2005/7/7,1,0,1,0,1,0,0,0,1,0,0,0,1,-1.44041228037
2005/7/8,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
2005/7/11,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/7/12,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/7/13,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/7/14,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/7/15,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/7/18,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/7/19,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/7/20,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/7/21,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/7/22,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/7/25,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/7/26,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/7/27,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/7/28,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/7/29,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/8/1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/8/2,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/8/3,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/8/4,0,0,1,1,1,1,1,1,1,1,1,1,1,1.85500839707
2005/8/5,0,0,0,0,0,1,0,0,1,1,1,1,1,-0.973970145892
2005/8/8,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.70467726421
2005/8/9,0,0,0,0,0,0,0,0,0,1,0,0,0,-3.71116625092
2005/8/10,0,0,0,0,0,0,0,1,0,0,0,0,0,-3.77947355692
2005/8/11,1,1,0,0,0,0,1,1,0,0,0,0,0,-2.04465792611
2005/8/12,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.65575150333
2005/8/15,1,0,0,0,1,1,0,0,0,0,0,0,0,-2.4979330885
2005/8/16,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/8/17,0,0,0,0,0,0,0,0,1,0,0,0,0,-3.73499423281
2005/8/18,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/8/19,0,0,0,0,0,0,0,0,1,1,0,0,1,-2.66106102808
2005/8/22,0,0,0,0,0,0,0,0,1,1,1,1,1,-1.56561846359
2005/8/23,0,0,0,0,0,0,0,0,1,1,1,1,1,-1.56561846359
2005/8/24,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.724531357
2005/8/25,0,0,0,0,0,0,0,0,0,1,0,0,0,-3.71116625092
2005/8/26,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/8/29,0,0,0,0,0,0,0,0,1,1,0,0,0,-3.1913450774
2005/8/30,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/8/31,1,1,1,0,0,0,1,0,1,1,0,0,0,-0.8574655436
2005/9/1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/9/2,1,1,1,1,1,1,0,0,1,1,1,1,1,2.01974024986
2005/9/6,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/9/7,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/9/8,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/9/9,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/9/12,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/9/13,1,1,1,1,1,1,1,1,0,0,0,1,1,1.43367831226
2005/9/14,0,1,0,1,1,1,1,1,0,0,0,0,0,-0.823931883082
2005/9/15,0,0,0,0,0,1,1,1,0,0,0,0,0,-2.64045427491
2005/9/16,1,1,0,1,0,1,1,1,1,1,1,1,0,1.32599521205
2005/9/19,0,0,1,1,0,1,0,1,1,1,1,1,1,0.72052753356
2005/9/20,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.724531357
2005/9/21,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/9/22,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/9/23,0,0,0,0,0,0,0,0,1,1,1,0,0,-2.64604065501
2005/9/26,0,0,0,0,0,0,0,0,1,1,1,1,1,-1.56561846359
2005/9/27,0,0,0,0,0,0,0,0,1,1,1,1,1,-1.56561846359
2005/9/28,0,0,0,0,0,0,0,0,1,1,1,1,1,-1.56561846359
2005/9/29,1,1,1,1,1,0,0,0,1,1,1,1,1,1.42809193216
2005/9/30,1,1,1,1,1,1,0,1,1,1,1,1,1,2.49508209926
2005/10/3,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
2005/10/4,0,0,1,1,1,1,1,0,1,1,1,1,1,1.37966654767
2005/10/5,0,0,0,0,0,0,0,0,0,0,0,1,1,-3.17439321489
2005/10/6,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/10/7,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/10/10,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/10/11,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/10/12,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/10/13,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/10/14,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/10/17,1,0,1,0,0,0,0,0,0,0,0,0,0,-3.0776274024
2005/10/18,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25481540632
2005/10/19,1,1,1,0,1,0,1,0,1,0,0,0,0,-0.814004799801
2005/10/20,0,0,1,1,1,0,0,0,0,0,1,0,0,-1.90324525468
2005/10/21,0,0,0,0,1,0,0,0,1,1,1,0,1,-1.5286467065
2005/10/24,1,1,1,1,1,0,1,1,1,1,1,1,1,2.45080474587
2005/10/25,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/10/26,1,1,1,1,1,1,1,1,0,0,0,1,1,1.43367831226
2005/10/27,0,0,0,0,1,1,0,0,0,0,0,0,0,-3.07605718942
2005/10/28,1,1,1,1,1,1,1,1,0,0,0,0,0,0.353256120836
2005/10/31,1,1,1,1,1,1,1,1,1,1,1,1,0,2.51216901425
2005/11/1,1,1,1,1,1,1,1,1,0,0,1,1,1,1.97898273465
2005/11/2,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/3,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/4,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/7,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/8,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/9,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/10,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/11,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/14,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/15,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/16,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/17,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/18,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/21,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/22,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/23,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/25,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/28,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/29,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/11/30,0,0,0,1,0,1,1,1,1,1,1,1,1,0.668834594873
2005/12/1,1,1,0,1,0,1,1,1,1,1,1,1,1,1.85627926137
2005/12/2,1,1,1,1,0,1,1,1,1,1,1,1,1,2.45534316437
2005/12/5,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/12/6,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/12/7,0,0,0,0,1,1,0,1,1,1,1,1,1,0.088481602713
2005/12/8,0,0,0,0,0,0,0,1,0,0,0,0,1,-3.2491895076
2005/12/9,0,0,0,0,0,0,1,0,0,1,0,0,0,-3.16379528661
2005/12/12,1,1,1,0,0,0,1,0,1,1,1,1,0,0.237977020897
2005/12/13,1,1,1,1,1,1,1,0,1,1,1,1,1,2.56711121417
2005/12/14,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/12/15,1,1,1,1,1,1,1,1,1,1,1,1,1,3.04245306357
2005/12/16,1,1,1,1,1,1,1,1,0,0,1,1,1,1.97898273465
2005/12/19,0,0,1,1,1,1,0,0,0,0,0,0,0,-1.85690135938
2005/12/20,0,0,0,0,0,0,1,0,0,0,0,0,0,-3.70744444201
